corner_index,timestamp,neural_timestamp,actual_x,actual_y,actual_z,oracle_x,oracle_y,oracle_z,viterbi_x,viterbi_y,viterbi_z,smartfilter_x,smartfilter_y,smartfilter_z,neural_x,neural_y,neural_z
0,0.0,1.615892499556333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,31.711890303793037,32.5198365535712,-27.185189306586693,-36.520452222394184,0.0,-27.185189306586693,-36.520452222394184,0.0,-27.185189306586693,-36.520452222394184,0.0,-27.185189306586693,-36.520452222394184,0.0,-27.185189306586693,-36.520452222394184,0.0
2,34.53749862164382,56.12648275002085,-2.1240133158067103,-8.153897482491029,0.0,-27.185189306586693,-36.520452222394184,0.0,-27.185189306586693,-36.520452222394184,0.0,-2.1240133158067103,-8.153897482491029,0.0,-2.1240133158067103,-8.153897482491029,0.0
3,57.53884619767168,79.47197925920285,-29.473071505360533,-14.889024059291671,0.0,-2.1240133158067103,-8.153897482491029,0.0,-2.1240133158067103,-8.153897482491029,0.0,-29.473071505360533,-14.889024059291671,0.0,-29.473071505360533,-14.889024059291671,0.0
4,61.79191827521414,99.35679532310685,-4.057172009179457,-43.22534207049034,0.0,-29.473071505360533,-14.889024059291671,0.0,-2.1240133158067103,-8.153897482491029,0.0,-4.057172009179457,-43.22534207049034,0.0,-4.057172009179457,-43.22534207049034,0.0
5,78.8623219838929,138.3688577344129,9.689259851125032,7.5347708909950555,0.0,-29.473071505360533,-14.889024059291671,0.0,-29.473071505360533,-14.889024059291671,0.0,9.689259851125032,7.5347708909950555,0.0,9.689259851125032,7.5347708909950555,0.0
6,81.70422896665676,177.94943441273497,55.482710201578605,17.804075631793125,0.0,-29.473071505360533,-14.889024059291671,0.0,-29.473071505360533,-14.889024059291671,0.0,55.482710201578605,17.804075631793125,0.0,55.482710201578605,17.804075631793125,0.0
7,105.03808104702182,198.06723946062357,40.387718886735264,-5.302092297956349,0.0,-4.057172009179457,-43.22534207049034,0.0,-4.057172009179457,-43.22534207049034,0.0,40.387718886735264,-5.302092297956349,0.0,40.387718886735264,-5.302092297956349,0.0
8,108.68178451267248,231.16883821376746,74.53555772576166,19.3140675452721,0.0,-4.057172009179457,-43.22534207049034,0.0,-4.057172009179457,-43.22534207049034,0.0,74.53555772576166,19.3140675452721,0.0,74.53555772576166,19.3140675452721,0.0
9,142.40791531560205,254.41907937065594,62.04999930449032,56.922180664828645,0.0,9.689259851125032,7.5347708909950555,0.0,9.689259851125032,7.5347708909950555,0.0,62.04999930449032,56.922180664828645,0.0,62.04999930449032,56.922180664828645,0.0
10,145.23520290876382,285.09057815975183,24.151569033194924,22.185227823589543,0.0,9.689259851125032,7.5347708909950555,0.0,9.689259851125032,7.5347708909950555,0.0,24.151569033194924,22.185227823589543,0.0,24.151569033194924,22.185227823589543,0.0
11,177.1416756101678,318.04410436968556,-15.679484141774488,29.50925854705281,0.0,55.482710201578605,17.804075631793125,0.0,55.482710201578605,17.804075631793125,0.0,-15.679484141774488,29.50925854705281,0.0,-15.679484141774488,29.50925854705281,0.0
12,179.98182667648095,349.0003581242212,-1.751818804521525,-7.621919588240992,0.0,55.482710201578605,17.804075631793125,0.0,55.482710201578605,17.804075631793125,0.0,-1.751818804521525,-7.621919588240992,0.0,-1.751818804521525,-7.621919588240992,0.0
13,195.6312471073249,375.14393997891335,-40.195254762701204,2.3855405799890335,0.0,40.387718886735264,-5.302092297956349,0.0,40.387718886735264,-5.302092297956349,0.0,-40.195254762701204,2.3855405799890335,0.0,-40.195254762701204,2.3855405799890335,0.0
14,198.67263959495267,404.0997900952301,-66.63176369114832,-23.689331122119334,0.0,40.387718886735264,-5.302092297956349,0.0,40.387718886735264,-5.302092297956349,0.0,-66.63176369114832,-23.689331122119334,0.0,-66.63176369114832,-23.689331122119334,0.0
15,225.9156456397619,429.50656664342495,-42.768587130181885,-56.9402256726903,0.0,40.387718886735264,-5.302092297956349,0.0,74.53555772576166,19.3140675452721,0.0,-42.768587130181885,-56.9402256726903,0.0,-42.768587130181885,-56.9402256726903,0.0
16,228.94490210310857,454.82888217322335,-62.72982056844807,-89.99265888279365,0.0,40.387718886735264,-5.302092297956349,0.0,74.53555772576166,19.3140675452721,0.0,-62.72982056844807,-89.99265888279365,0.0,-62.72982056844807,-89.99265888279365,0.0
17,254.01472735053613,483.70789522675506,-92.52370793381986,-97.71150302635643,0.0,62.04999930449032,56.922180664828645,0.0,62.04999930449032,56.922180664828645,0.0,-92.52370793381986,-97.71150302635643,0.0,-92.52370793381986,-97.71150302635643,0.0
18,258.0541326392335,509.72757020143274,-102.56620221229466,-143.78794429189685,0.0,62.04999930449032,56.922180664828645,0.0,62.04999930449032,56.922180664828645,0.0,-102.56620221229466,-143.78794429189685,0.0,-102.56620221229466,-143.78794429189685,0.0
19,292.959921670487,552.688079317149,-62.518328015308214,-173.68866852339315,0.0,24.151569033194924,22.185227823589543,0.0,24.151569033194924,22.185227823589543,0.0,-62.518328015308214,-173.68866852339315,0.0,-62.518328015308214,-173.68866852339315,0.0
20,319.6624387373758,572.2579722519382,-73.87284395730924,-150.9405328355318,0.0,-15.679484141774488,29.50925854705281,0.0,-15.679484141774488,29.50925854705281,0.0,-73.87284395730924,-150.9405328355318,0.0,-73.87284395730924,-150.9405328355318,0.0
21,323.7086901360429,597.211489787547,-76.06686149931717,-196.81061343640866,0.0,-15.679484141774488,29.50925854705281,0.0,-15.679484141774488,29.50925854705281,0.0,-76.06686149931717,-196.81061343640866,0.0,-76.06686149931717,-196.81061343640866,0.0
22,350.01202484374835,,,,,-1.751818804521525,-7.621919588240992,0.0,-1.751818804521525,-7.621919588240992,0.0,,,,,,
23,377.3733840634844,,,,,-40.195254762701204,2.3855405799890335,0.0,-40.195254762701204,2.3855405799890335,0.0,,,,,,
24,380.4114151679699,,,,,-40.195254762701204,2.3855405799890335,0.0,-40.195254762701204,2.3855405799890335,0.0,,,,,,
25,404.50471958116617,,,,,-66.63176369114832,-23.689331122119334,0.0,-66.63176369114832,-23.689331122119334,0.0,,,,,,
26,432.1275496638528,,,,,-42.768587130181885,-56.9402256726903,0.0,-42.768587130181885,-56.9402256726903,0.0,,,,,,
27,436.1716504217802,,,,,-42.768587130181885,-56.9402256726903,0.0,-42.768587130181885,-56.9402256726903,0.0,,,,,,
28,460.3043741002773,,,,,-62.72982056844807,-89.99265888279365,0.0,-62.72982056844807,-89.99265888279365,0.0,,,,,,
29,463.3523867588017,,,,,-62.72982056844807,-89.99265888279365,0.0,-62.72982056844807,-89.99265888279365,0.0,,,,,,
30,481.6723443799597,,,,,-92.52370793381986,-97.71150302635643,0.0,-92.52370793381986,-97.71150302635643,0.0,,,,,,
31,485.7249242945595,,,,,-92.52370793381986,-97.71150302635643,0.0,-92.52370793381986,-97.71150302635643,0.0,,,,,,
32,515.3752515912853,,,,,-102.56620221229466,-143.78794429189685,0.0,-102.56620221229466,-143.78794429189685,0.0,,,,,,
33,518.4007320493199,,,,,-102.56620221229466,-143.78794429189685,0.0,-102.56620221229466,-143.78794429189685,0.0,,,,,,
34,553.0914598732411,,,,,-62.518328015308214,-173.68866852339315,0.0,-62.518328015308214,-173.68866852339315,0.0,,,,,,
35,571.4530200733701,,,,,-73.87284395730924,-150.9405328355318,0.0,-73.87284395730924,-150.9405328355318,0.0,,,,,,
36,604.0535833053751,,,,,-76.06686149931717,-196.81061343640866,0.0,-76.06686149931717,-196.81061343640866,0.0,,,,,,
